origin,166,85,107,130,60,159,20,146,58,63,12,19,25,35,43,48,76,82,108,122,123,124,137,143,147,158,163,165,175,191,71,118,106,127,28,186,2,142,188,125,112,145,47,78,8,129,157,41,24,93,170,86,169,21,88,105,185,104,193,179,68,22,180,49,176,87,116,84,131,103,72,187,178,70,6,77,128,119,160,154,69,174,4,44,26,90,94,117,51,114,109,150,65,75,120,62,10
143,28.29,10.3,22.49,82.08,64.86,80.56,16.42,31.49,17.01,41.68,57.46,8.87,17.98,8.8,58.6,20.9,22.86,12.87,24.34,42.83,53.28,53.85,35.57,0.0,18.77,79.29,41.48,38.13,18.94,32.9,25.47,20.44,17.63,71.81,17.16,25.3,9.55,2.76,22.77,72.35,21.99,27.52,22.98,18.87,57.65,75.56,88.0,59.13,15.74,38.08,28.96,13.53,31.98,10.53,12.34,15.4,22.51,11.65,25.96,14.39,8.21,11.76,15.71,22.36,13.15,15.9,21.73,8.67,71.67,14.26,20.07,28.19,18.99,8.38,7.91,19.67,79.0,41.22,85.34,82.25,3.67,17.32,6.09,19.02,14.78,32.17,33.16,26.46,21.68,26.18,21.83,16.1,36.64,25.64,50.6,40.31,54.46
147,35.37,28.53,34.24,94.11,76.88,97.03,6.34,14.71,21.86,58.15,66.87,10.11,36.22,17.6,75.07,23.97,41.1,30.5,37.0,59.3,69.75,70.32,52.04,18.76,0.0,95.76,50.86,44.35,16.43,34.23,31.37,38.67,34.29,83.84,35.88,27.4,9.27,16.58,29.81,84.38,31.82,10.73,25.86,36.8,69.68,87.59,104.47,76.52,3.75,56.74,37.67,31.77,39.23,11.42,30.57,31.28,32.1,27.53,34.02,18.43,25.11,6.95,20.52,29.43,15.04,34.13,40.39,26.23,83.19,29.58,34.5,27.2,21.0,22.65,12.66,37.9,91.03,60.47,101.81,98.71,22.39,13.5,14.8,26.46,33.5,50.83,50.21,45.12,37.92,44.85,34.49,5.11,53.11,43.88,65.99,56.77,63.87
158,94.48,73.83,70.28,29.23,36.02,5.5,95.59,110.66,80.93,38.71,52.54,88.04,67.01,78.73,24.62,96.05,74.09,67.1,64.79,38.91,29.36,27.24,45.7,79.24,95.78,0.0,102.92,99.44,98.48,73.38,92.85,64.14,80.89,41.95,64.44,77.64,86.55,81.93,74.2,38.59,89.03,106.69,96.8,60.8,46.97,35.13,10.0,30.27,92.74,47.46,92.43,70.66,95.49,89.7,75.5,77.21,71.06,77.73,68.82,93.93,78.38,90.93,94.18,92.29,92.69,71.72,62.26,76.46,43.32,80.74,76.05,78.59,97.0,81.21,84.92,73.57,32.18,42.62,12.33,9.38,77.3,96.86,82.86,92.99,68.06,52.07,49.53,59.48,59.31,58.05,65.55,97.26,48.5,71.05,39.51,40.56,55.86
163,15.8,33.94,64.03,109.98,97.65,106.25,42.82,56.82,57.29,64.76,95.42,42.22,36.73,50.23,85.04,26.79,36.19,44.45,64.91,69.27,79.72,77.18,62.01,41.47,49.98,102.99,0.0,6.33,33.6,74.44,18.64,39.06,24.78,107.47,40.03,66.84,46.22,40.19,64.3,108.01,21.72,54.41,25.57,50.17,93.21,111.22,111.7,88.26,46.74,57.26,13.67,35.4,11.99,39.69,33.14,27.53,64.05,30.25,67.49,33.2,33.68,44.42,30.87,21.53,36.74,32.02,40.91,36.64,107.23,28.24,29.02,69.73,30.01,34.33,43.53,32.99,111.93,70.81,113.23,110.14,39.98,37.65,47.54,24.04,41.81,51.34,53.09,45.63,52.98,45.36,57.53,51.3,58.2,37.06,81.3,62.03,92.42
165,9.28,30.5,62.13,106.53,94.21,102.81,36.3,50.3,53.67,61.32,91.98,38.6,33.29,45.23,81.6,20.26,32.75,41.01,63.02,65.83,76.28,73.74,58.57,38.17,43.45,99.55,6.32,0.0,27.08,72.54,12.12,35.62,21.3,104.03,36.59,61.25,42.6,36.58,62.41,104.57,18.11,47.88,19.05,46.73,89.77,107.78,108.26,84.82,41.3,53.81,10.06,31.96,5.47,36.07,29.7,24.09,62.15,26.81,65.59,29.59,30.24,40.81,27.25,15.0,33.13,28.58,37.46,33.19,103.79,24.66,25.58,64.53,23.49,31.31,39.91,29.55,108.49,67.37,109.79,106.7,38.08,31.13,42.67,20.42,38.37,47.9,49.65,42.19,49.54,41.92,54.09,47.68,54.76,33.62,77.86,58.59,88.98
175,18.97,24.56,40.14,100.01,82.78,99.78,9.31,23.31,29.46,59.88,74.47,12.09,32.25,22.4,77.82,7.57,33.34,32.09,41.8,62.05,72.5,72.09,54.79,18.92,16.47,98.51,34.46,27.95,0.0,47.33,14.97,34.71,19.98,89.73,33.28,37.04,16.36,17.33,37.31,90.28,16.38,20.9,9.46,38.09,75.58,93.49,107.22,78.35,14.32,52.78,20.53,27.8,22.84,10.65,23.54,22.81,38.87,20.12,41.62,4.71,21.52,13.19,5.16,13.04,6.98,26.16,36.43,23.15,89.6,18.26,26.17,39.7,4.84,18.22,16.27,29.52,96.92,60.44,104.56,101.47,23.1,4.15,19.61,11.02,33.01,46.87,48.61,41.15,40.9,40.88,39.29,21.4,54.84,34.22,69.82,58.67,71.47
191,61.08,41.02,13.28,61.53,47.0,71.67,40.38,48.75,18.03,44.39,30.96,35.66,42.67,28.45,49.71,53.68,51.0,33.77,17.46,37.16,46.87,48.79,36.17,32.77,34.23,74.51,74.2,70.91,46.68,0.0,58.25,45.96,50.35,48.61,40.04,11.03,32.04,35.48,10.76,52.29,54.71,44.78,55.77,32.79,39.8,55.46,80.0,46.64,36.38,50.68,61.75,42.56,64.76,38.15,43.26,48.12,11.35,44.37,9.27,44.52,40.93,35.05,46.94,55.15,41.77,46.49,45.7,39.74,47.28,46.98,50.83,7.07,49.72,41.11,31.84,48.34,58.45,33.65,76.45,73.35,34.31,44.2,31.53,51.8,37.46,46.76,42.96,50.43,28.64,47.6,21.36,29.67,43.75,55.19,36.1,46.25,27.96
71,3.01,20.71,47.99,99.94,87.61,96.22,24.48,38.48,40.99,54.72,82.96,24.55,26.69,32.55,75.0,8.45,26.15,31.23,49.84,59.23,69.68,67.14,51.97,25.49,31.64,92.95,18.53,12.02,15.26,58.39,0.0,29.02,12.82,94.14,29.99,48.57,28.99,23.9,48.26,94.68,5.54,36.07,7.23,36.94,79.98,97.89,101.66,78.22,29.49,47.22,6.24,23.9,6.9,22.02,20.09,16.9,48.0,17.02,51.45,15.61,20.13,26.76,13.39,3.12,19.08,21.76,30.87,23.41,94.0,13.89,18.98,51.85,11.67,19.2,27.23,22.95,101.89,60.77,103.19,100.1,25.97,19.31,29.99,6.64,29.25,41.31,43.05,35.6,39.75,35.32,47.32,33.63,48.16,27.03,69.76,51.99,79.96
118,30.74,10.22,35.54,76.02,63.69,67.49,36.87,51.94,31.95,25.99,64.01,29.32,4.51,25.33,51.09,32.45,12.52,14.93,32.34,35.32,44.3,38.42,28.06,20.61,38.84,64.22,39.18,35.7,34.88,45.94,29.11,0.0,17.15,73.51,7.33,38.34,30.13,23.15,35.81,74.06,25.29,47.97,33.06,19.54,61.8,77.27,72.93,54.31,35.68,18.49,28.69,7.06,31.75,30.51,11.9,13.47,35.55,14.13,39.0,30.32,14.78,32.21,30.57,28.55,29.09,8.06,2.25,12.86,73.7,17.08,12.36,41.23,33.4,17.61,28.49,9.87,77.98,36.86,74.46,71.37,17.03,33.25,26.67,29.39,9.85,12.58,14.32,6.87,21.5,6.6,29.01,36.68,19.43,16.72,47.35,23.26,61.02
106,15.02,10.26,40.23,87.98,75.65,84.26,25.66,41.16,34.63,42.76,71.75,24.77,14.73,26.43,63.04,17.3,14.19,20.78,41.11,47.27,57.72,55.18,40.01,17.67,34.29,80.99,24.8,21.26,19.98,50.64,12.86,17.06,0.0,83.69,18.03,43.04,27.7,19.81,40.5,84.23,8.77,38.75,16.54,26.49,69.53,87.44,89.7,66.26,31.13,35.26,13.03,12.21,16.09,22.56,9.95,4.46,40.25,6.58,43.69,16.41,9.88,27.66,14.87,12.03,19.98,8.93,18.91,12.96,83.55,4.13,7.02,45.92,17.7,11.73,25.01,10.99,89.93,48.81,91.23,88.14,16.18,21.24,23.74,13.02,18.8,29.35,31.09,23.64,29.3,23.36,33.86,34.39,36.2,15.07,59.32,40.03,68.75
