start_node,rep,strategy,reward,ls_exact_reward,gap_pct,valid,rollout_time
15,0,greedy_beam1,2740.0,5266.0,47.968097227497154,True,0.02278923988342285
15,0,beam10,3863.0,5266.0,26.64261298898595,True,0.15703725814819336
15,0,beam20,4567.0,5266.0,13.27383213064945,True,0.31490254402160645
15,0,sample128,4025.0,5266.0,23.56627421192556,True,0.04220223426818848
15,0,sample256,4078.0,5266.0,22.559817698442842,True,0.06237363815307617
15,1,greedy_beam1,2628.0,5112.0,48.59154929577465,True,0.022795677185058594
15,1,beam10,4327.0,5112.0,15.35602503912363,True,0.16620135307312012
15,1,beam20,4533.0,5112.0,11.326291079812206,True,0.306164026260376
15,1,sample128,4411.0,5112.0,13.712832550860721,True,0.040785789489746094
15,1,sample256,4031.0,5112.0,21.146322378716746,True,0.06092953681945801
15,2,greedy_beam1,4139.0,5164.0,19.84895429899303,True,0.027796506881713867
15,2,beam10,4468.0,5164.0,13.477924089852827,True,0.1698153018951416
15,2,beam20,4716.0,5164.0,8.675445391169635,True,0.319516658782959
15,2,sample128,4620.0,5164.0,10.53446940356313,True,0.040726423263549805
15,2,sample256,4620.0,5164.0,10.53446940356313,True,0.06044316291809082
16,0,greedy_beam1,4777.0,5842.0,18.23005819924683,True,0.032764434814453125
16,0,beam10,4434.0,5842.0,24.101335159192057,True,0.16162538528442383
16,0,beam20,4999.0,5842.0,14.429989729544676,True,0.33382582664489746
16,0,sample128,4792.0,5842.0,17.97329681615885,True,0.04322934150695801
16,0,sample256,5120.0,5842.0,12.35878123930161,True,0.06183290481567383
16,1,greedy_beam1,1987.0,5588.0,64.44166070150322,True,0.011406898498535156
16,1,beam10,4692.0,5588.0,16.034359341445956,True,0.18193817138671875
16,1,beam20,4692.0,5588.0,16.034359341445956,True,0.3283982276916504
16,1,sample128,4452.0,5588.0,20.32927702219041,True,0.04076027870178223
16,1,sample256,4281.0,5588.0,23.389405869720832,True,0.06037449836730957
16,2,greedy_beam1,1930.0,6089.0,68.30349811134833,True,0.011368513107299805
16,2,beam10,4762.0,6089.0,21.793397930694695,True,0.1909925937652588
16,2,beam20,5840.0,6089.0,4.089341435375267,True,0.40222787857055664
16,2,sample128,4700.0,6089.0,22.811627525045164,True,0.04077267646789551
16,2,sample256,4516.0,6089.0,25.833470192149775,True,0.06041264533996582
17,0,greedy_beam1,3417.0,5672.0,39.75669957686883,True,0.02848958969116211
17,0,beam10,4741.0,5672.0,16.413963328631876,True,0.17727446556091309
17,0,beam20,4763.0,5672.0,16.026093088857547,True,0.33257365226745605
17,0,sample128,4382.0,5672.0,22.74330042313117,True,0.04895973205566406
17,0,sample256,4611.0,5672.0,18.705923836389278,True,0.07293248176574707
17,1,greedy_beam1,5306.0,6468.0,17.965367965367964,True,0.03289151191711426
17,1,beam10,6222.0,6468.0,3.803339517625232,True,0.25141215324401855
17,1,beam20,6222.0,6468.0,3.803339517625232,True,0.4791390895843506
17,1,sample128,5306.0,6468.0,17.965367965367964,True,0.0495603084564209
17,1,sample256,5306.0,6468.0,17.965367965367964,True,0.0724179744720459
17,2,greedy_beam1,2808.0,5512.0,49.056603773584904,True,0.018775224685668945
17,2,beam10,4464.0,5512.0,19.013062409288825,True,0.16274428367614746
17,2,beam20,4960.0,5512.0,10.014513788098693,True,0.4004206657409668
17,2,sample128,4025.0,5512.0,26.977503628447025,True,0.04968428611755371
17,2,sample256,4025.0,5512.0,26.977503628447025,True,0.07254266738891602
18,0,greedy_beam1,1091.0,5248.0,79.2111280487805,True,0.013059139251708984
18,0,beam10,5155.0,5248.0,1.7721036585365852,True,0.1592702865600586
18,0,beam20,5155.0,5248.0,1.7721036585365852,True,0.31104540824890137
18,0,sample128,3887.0,5248.0,25.933689024390244,True,0.032369375228881836
18,0,sample256,4162.0,5248.0,20.69359756097561,True,0.047451019287109375
